"","namestmin","r2","es"
"13053","w_50_279.5",0.384501080791989,2.51557935211789
"11194","w_43_285",0.384438816115731,2.47813934516363
"14348","w_55_272",0.384250871536499,2.5987488915421
"14613","w_56_279.5",0.384059766681092,2.46702834524956
"10917","w_42_279.5",0.384017256364275,2.40409747472156
"10915","w_42_277.5",0.38400939556389,2.47300717473295
"13570","w_52_272.5",0.383948692343318,2.60917466705189
"10919","w_42_280.5",0.383851868227705,2.45462417837232
"13579","w_52_280.5",0.383800153041953,2.46614251427878
"14867","w_57_276",0.383761416903005,2.58547191265323
"14864","w_57_273",0.383662227988508,2.62934722491989
"10640","w_41_274",0.383371427063019,2.50520669550232
"13317","w_51_280",0.383364030483396,2.45948213689889
