"","namestmax","r2","es"
"14348","w_55_272",0.0320156301805443,0.102338765136776
"10091","w_39_271",0.0320093118931288,0.10173882552027
"785","w_7_253",0.0320081133299612,0.0573942211055451
"15308","w_59_206",0.0320046135583917,0.100515652495701
"8333","w_33_184",0.0320034848424767,0.0930559712193687
"5767","w_24_179.5",0.0320029951992145,0.089784137369373
"12677","w_49_170",0.032001918225868,0.101643803337492
"15298","w_59_196",0.03199840754885,0.0983434406967322
"9827","w_38_280.5",0.0319941145273611,0.103762756671032
"14605","w_56_271.5",0.0319925760564532,0.102499473117996
"2982","w_14_49.5",0.0319923030757584,0.20719246913919
"1893","w_11_153",0.031991612287537,0.0861797086162536
"15680","w_60_71.5",0.0319915226967377,0.134600258261823
"4893","w_21_177",0.0319896897333929,0.0873620151280728
"10517","w_41_158",0.0319884546541133,0.110438420824713
"14765","w_57_174",0.031981619290528,0.102792905014429
"14507","w_56_173.5",0.0319807488138305,0.102671226385208
"14751","w_57_160",0.0319790635181522,0.111980580377228
"12109","w_47_133",0.0319776009261885,0.117366987387654
"6013","w_25_140",0.0319752797009915,0.105232496149016
"1550","w_10_117.5",0.0319745767494033,-0.0857048763312458
"8571","w_34_144.5",0.0319727847340451,0.114673527946763
"6662","w_27_209",0.0319709261874139,0.088257773652468
"8948","w_35_236",0.0319691764976063,-0.101312087344105
"83","w_5_174",0.0319689895770262,0.0786005479616095
"7790","w_31_201",0.0319684967507611,0.0901481912002153
"2809","w_14_165.5",0.0319653115187425,-0.0966654723888267
"820","w_7_285",0.03195484958638,0.0658044678429905
"12134","w_47_158",0.0319533387917297,0.111064848268877
"95","w_5_185",0.031953301956453,0.0717189662321143
"9742","w_38_203.5",0.0319530235399057,0.0909805817208934
"14485","w_56_151.5",0.0319493611234171,0.121085617653669
"8991","w_35_275",0.0319493144669394,0.10147413716838
"13829","w_53_271",0.0319492397059046,0.101643226296358
"12712","w_49_205",0.0319489120073178,0.0976965054055272
"6164","w_25_278",0.0319479883663145,0.096839624223113
"13224","w_51_190",0.0319469286668235,0.0967636815135261
"7735","w_31_151",0.0319448719024654,0.108212431257507
"7797","w_31_208",0.0319433744987091,0.0895440979501326
"14239","w_55_163",0.0319424133449631,0.107695051413185
"15277","w_59_175",0.0319399527928169,0.103348995425816
"1265","w_9_134",0.0319366987376993,-0.0902040927495836
"1396","w_9_253",0.0319364631143312,0.0600644106126431
"12374","w_48_132.5",0.0319355624004382,0.116702219517895
"3579","w_16_50.5",0.0319265700825474,0.214482272482868
"9978","w_39_166",0.031923340210148,0.103813395301161
"9227","w_36_237.5",0.0319224903386345,-0.100586650531497
"14088","w_54_270.5",0.0319221851601023,0.101761737556511
"9191","w_36_204.5",0.0319195971765879,0.0912429420163959
"15518","w_60_162.5",0.0319193997212041,0.109824507185384
"10616","w_41_252",0.031918911635337,-0.100193698333589
"13747","w_53_190",0.0319106291110777,0.0971790305430785
"15552","w_60_196.5",0.0319098574830406,0.0985412983284299
"12165","w_47_189",0.0319078020809063,0.0964180911693677
"11317","w_44_145.5",0.0318963690186536,0.120794951343488
"12180","w_47_204",0.0318959967915698,0.0958383550294824
"14487","w_56_153.5",0.0318852653144895,0.117638857467645
"12928","w_50_157.5",0.0318851945347892,0.113192975608376
"9273","w_36_279.5",0.0318835458745899,0.102662804197113
"763","w_7_233",0.031882906953314,-0.0684686389196533
"15374","w_59_272",0.0318792793584637,0.101701491157064
"7503","w_30_197.5",0.0318786227291318,0.090670667107333
"4111","w_18_267.5",0.0318768574365801,-0.0969090764054372
"2676","w_13_42",0.0318747143851895,0.236710426348148
"10344","w_40_252.5",0.0318740675641542,-0.0990932482719781
"12399","w_48_157.5",0.0318707051276119,0.111819847506209
"14493","w_56_159.5",0.0318645668673387,0.111198091364694
"10499","w_41_140",0.0318629973061594,0.120213863976023
"6030","w_25_156",0.0318627743099685,0.103384510821773
"14484","w_56_150.5",0.0318587495164471,0.121968330843075
"2584","w_13_233",0.0318498607484584,-0.0830416672048358
"4055","w_18_216.5",0.0318497657882471,0.0805993021978413
"10225","w_40_139.5",0.0318485602573793,0.119273172803793
"12906","w_50_135.5",0.0318446829096507,0.119583398662338
"1456","w_9_308",0.0318404906627883,0.0725969552174539
"4632","w_20_205.5",0.0318394337449149,0.0860870634847803
"10888","w_42_252.5",0.0318363866403834,-0.100521477044903
"6368","w_26_201.5",0.0318362178189213,0.0889251539077774
"3714","w_17_175",0.0318351016620346,0.0870872272696471
"7445","w_30_144.5",0.0318305281089637,0.109597271683144
"6590","w_27_143",0.0318263464422397,0.106671315954537
"7729","w_31_145",0.0318236449670392,0.110578030146774
"8867","w_35_161",0.0318236109539769,0.10497142326888
"10290","w_40_203.5",0.0318198526491579,0.0911605990682522
"13431","w_52_135.5",0.0318179130376015,0.119691733678995
"12642","w_49_135",0.0318175333042534,0.118578002649291
"13568","w_52_270.5",0.0318154310707297,0.100722109470931
"14523","w_56_189.5",0.0318076588364626,0.0975941429116128
"778","w_7_247",0.0318066552052131,-0.0638203849091593
"5492","w_23_192",0.031801975519103,0.0867418233126798
"12960","w_50_189.5",0.0318012015524197,0.0959808954879369
"5050","w_21_49",0.0317949043525615,0.230378177013481
"796","w_7_263",0.0317942987469543,-0.0718376255553508
"13502","w_52_206.5",0.0317933728316767,0.0978588112988567
"8295","w_33_148",0.031792298874576,0.11239176006155
"3275","w_15_43",0.0317907183543975,0.235529779648683
"13692","w_53_135",0.0317900474726036,0.119129287766783
"13828","w_53_270",0.0317880170561254,0.10082514259782
"7736","w_31_152",0.0317873149580596,0.106497691654081
"10617","w_41_253",0.0317871637452228,-0.0993915249910789
"7515","w_30_208.5",0.0317806817906475,0.088866746482582
"14023","w_54_206.5",0.0317776990051977,0.0978701986475846
"15681","w_60_72.5",0.0317766926024772,0.131037013465445
"6093","w_25_213",0.0317729554334849,0.0883772914671804
"3775","w_17_230",0.0317726111233978,-0.088710703493918
"9271","w_36_277.5",0.0317707916298468,0.101375107748009
"8917","w_35_208",0.0317688310155815,0.089962067197379
"7789","w_31_200",0.0317685400949342,0.0890116900022996
"3478","w_16_230.5",0.0317657793006776,-0.0877732672769014
"15290","w_59_188",0.0317645738415415,0.0984833027042913
"13453","w_52_157.5",0.0317638312488743,0.113097560086708
"7728","w_31_144",0.0317631069947019,0.110839381688992
"8010","w_32_144.5",0.0317626059932955,0.111839699213381
"11060","w_43_158",0.0317574768234296,0.108733581113712
"6666","w_27_212",0.0317540798599297,0.0881829654568221
"7727","w_31_143",0.0317481014208867,0.109603302081864
"8079","w_32_208.5",0.0317457279745298,0.0890655901646782
"7737","w_31_153",0.0317412270047371,0.106212165702618
"14238","w_55_162",0.0317401094981171,0.107345237233309
"10343","w_40_251.5",0.0317393778363854,-0.0979818725689422
"12375","w_48_133.5",0.0317392228887233,0.11586810530958
"15295","w_59_193",0.0317376325515857,0.0961709599155953
"6875","w_28_142.5",0.0317368976319791,0.107842567979722
"4382","w_19_245",0.0317353343639277,-0.0824198971548469
"11159","w_43_253",0.0317352850733295,-0.100610579451752
"14997","w_58_150.5",0.0317279400775186,0.121255054295286
"11842","w_46_133.5",0.0317277155190712,0.115835141114722
"7224","w_29_201",0.0317271060861981,0.089337679828238
"9399","w_37_138",0.0317262850561517,0.115715629126447
"15531","w_60_175.5",0.0317245245252501,0.101839369362569
"6301","w_26_140.5",0.0317242146788025,0.105641751568386
"1546","w_10_113.5",0.0317235541924408,0.0780989695545715
"298","w_5_9",0.0317223270934117,0.217193756937484
"938","w_8_114.5",0.0317200475559721,0.0779165890084325
"15006","w_58_159.5",0.031716440069938,0.110862198660065
"6738","w_27_278",0.0317141324085103,0.0964437008381733
"5477","w_23_179",0.0317111679005836,0.0880138739274638
"12640","w_49_133",0.0317047380527571,0.115264757900623
"5918","w_24_47.5",0.0317033155870327,0.246758861312896
"11429","w_44_253.5",0.0317022350859653,-0.101792636044117
"10070","w_39_252",0.0316971993646519,-0.0969211595269413
"2512","w_13_168",0.0316960148377456,-0.0903929057477738
"4628","w_20_201.5",0.031694420602902,0.0848711996623233
"8995","w_35_279",0.0316907870634958,0.101432292674051
"6951","w_28_211.5",0.0316892330001579,0.0877160150754
"420","w_6_200.5",0.0316892116814308,0.07239991923376
"252","w_5_48",0.0316883739805442,0.193408399763254
"14495","w_56_161.5",0.0316850509747311,0.10816904056393
"4599","w_20_175.5",0.0316848207307686,0.086723535335223
"14006","w_54_189.5",0.0316844323151401,0.0961155568786275
"10889","w_42_253.5",0.0316830074360386,-0.0994687055424308
"10298","w_40_210.5",0.031681286010616,0.0934322896234981
"2797","w_14_154.5",0.0316733227063375,0.0900148085235576
"7549","w_30_239.5",0.0316689048189694,-0.0940190938904816
"6687","w_27_231",0.0316671569951041,-0.0973844601140306
"11599","w_45_158",0.0316645009997927,0.107890053328159
"12250","w_47_270",0.031661288891812,0.0990264607756391
"8086","w_32_214.5",0.0316579340618384,0.0928265372225817
"9147","w_36_163.5",0.031656749546552,0.101485257788697
"10563","w_41_204",0.031656357256874,0.090613003565003
"15547","w_60_191.5",0.0316545671250676,0.0965996044312118
"13044","w_50_270.5",0.0316511825546981,0.0992600624186484
"11160","w_43_254",0.0316481280676604,-0.100649713461545
"4922","w_21_203",0.0316476881984736,0.0852138697249262
"9467","w_37_204",0.0316470826856387,0.0891625797547246
"5428","w_23_134",0.0316448482298954,0.103988439974121
"698","w_7_174",0.0316447434448006,0.0810374421914987
"15003","w_58_156.5",0.0316442683031289,0.114385078117423
"10571","w_41_211",0.0316441981956076,0.0936282281090837
"11033","w_43_131",0.0316426494985906,0.112240853089661
"2598","w_13_246",0.0316423906930278,-0.0747607770414245
"3572","w_16_43.5",0.0316403840859869,0.235779404977589
"6380","w_26_212.5",0.0316346843807196,0.087478670002781
"7523","w_30_215.5",0.0316300495923735,0.0928603644691851
"3181","w_15_231",0.0316244746829071,-0.0866316779483088
"8367","w_33_215",0.0316194308056277,0.0931724070963318
"11302","w_44_130.5",0.0316151355674178,0.111792817081317
"11853","w_46_144.5",0.0316146592527565,0.120940616327748
"1305","w_9_170",0.0316125867509575,-0.0800938124157064
"10252","w_40_166.5",0.0316121261813981,0.100661541905427
"8366","w_33_214",0.0316024749480904,0.0922269436393257
"11584","w_45_143",0.0316013181828847,0.121711907792118
"4338","w_19_205",0.0316011056230197,0.0851633005248899
"11446","w_44_269.5",0.0316001563173791,0.0976155500018834
"14750","w_57_159",0.031598549285725,0.110035354257886
"9702","w_38_165.5",0.0315985012734682,0.10211259036525
"4939","w_21_219",0.0315971693922836,0.0832420569405563
"866","w_7_49",0.0315927049449093,0.191998206963956
"4909","w_21_191",0.0315920567039121,0.0837720171193293
"15428","w_59_72",0.0315914141308252,0.129903435795794
"5201","w_22_191.5",0.0315880546074095,0.0844606929542443
"7806","w_31_216",0.0315845813155436,0.0931623765611551
"14754","w_57_163",0.0315842180958038,0.105586105618207
"9195","w_36_208.5",0.0315832217350123,0.0897808931684658
"15543","w_60_187.5",0.0315830967656585,0.0974033138490491
"12641","w_49_134",0.0315825855761876,0.115220262242372
"735","w_7_208",0.0315821731280069,0.0739236382466631
"4352","w_19_218",0.0315817146820847,0.0799733317668573
"7798","w_31_209",0.0315806413433382,0.0883604000147419
"8639","w_34_208.5",0.0315733719621297,0.0888312132738169
"13170","w_51_136",0.0315724190281534,0.11807851146136
"14780","w_57_189",0.0315702837212322,0.0964968887647079
"7504","w_30_198.5",0.0315683656870099,0.0884820698235107
"8646","w_34_214.5",0.0315666884151058,0.0925747364851875
"7505","w_30_199.5",0.0315655376872351,0.0879597618172233
"5046","w_21_45",0.0315654040385944,0.243409816175867
"12713","w_49_206",0.031562841788644,0.0952618739421035
"12904","w_50_133.5",0.0315531498980602,0.114652596070327
"15296","w_59_194",0.0315530944672908,0.0945517177313253
"12977","w_50_206.5",0.0315494889167004,0.0955930410560798
"14746","w_57_155",0.0315478023777831,0.114641745985936
"7502","w_30_196.5",0.0315462653406818,0.089128432164792
"6112","w_25_230",0.0315432137580274,-0.0956971297693675
"11375","w_44_203.5",0.0315431448233415,0.0915524159501809
"15548","w_60_192.5",0.0315388452150928,0.0952287869550995
"7805","w_31_215",0.0315375078105665,0.0921726063876343
"5211","w_22_200.5",0.0315366480139545,0.0854145603093516
"9192","w_36_205.5",0.0315342238038582,0.0891605109242347
"15009","w_58_162.5",0.031531911086947,0.10636313958521
"12678","w_49_171",0.031527717988292,0.0993603329720142
"10547","w_41_188",0.0315258317168972,0.0955598709676693
"8392","w_33_238",0.0315227794738752,-0.0961353813464146
"15035","w_58_188.5",0.0315208712294728,0.0964768195031046
"4643","w_20_215.5",0.0315206559813419,0.0840846155543701
"6939","w_28_200.5",0.0315182475959693,0.0883400677701167
"8993","w_35_277",0.0315171421715139,0.0992609348735928
"11303","w_44_131.5",0.0315156102116039,0.112698087644254
"6698","w_27_241",0.0315142904471604,-0.0899396181995172
"10025","w_39_211",0.0315136059034355,0.0925974459715359
"10771","w_42_140.5",0.0315135903328994,0.118083435162645
"5521","w_23_219",0.0315090209718172,0.0854850334019518
"13485","w_52_189.5",0.0315059587567309,0.0944561151986167
"4071","w_18_230.5",0.0315059494406882,-0.0880437883222679
"11854","w_46_145.5",0.0315048513316125,0.118940149602094
"9682","w_38_145.5",0.031501511342974,0.115363411224334
"6952","w_28_212.5",0.0315014442613134,0.0877938494564534
"8087","w_32_215.5",0.0314963961835568,0.092482505376835
"12110","w_47_134",0.0314909181393075,0.114302311839697
"11572","w_45_131",0.031490454688753,0.112224828465904
"7216","w_29_194",0.0314890363769437,0.0894494405961746
"6381","w_26_213.5",0.0314883475879848,0.0878139982275292
"12780","w_49_270",0.0314866347635376,0.0979435136959701
"13989","w_54_172.5",0.031483948561476,0.0992169661321063
"10299","w_40_211.5",0.0314804923727504,0.0928254541272591
"6588","w_27_141",0.0314787467509936,0.105320737718369
"11339","w_44_167.5",0.0314780561268102,0.0992361078262521
"4351","w_19_217",0.0314699560207589,0.0801168149856793
"13714","w_53_157",0.0314694182722396,0.111669241858254
"14227","w_55_151",0.0314692356684257,0.117690004987822
"15118","w_58_271.5",0.0314690589881285,0.0990329980096444
"4630","w_20_203.5",0.0314678053034517,0.084829330821443
"3776","w_17_231",0.0314654492689205,-0.0868799618776047
"2897","w_14_245.5",0.0314615248509004,-0.0760600830897274
"9675","w_38_138.5",0.0314578104653422,0.11419029797201
"6631","w_27_180",0.0314576433493109,0.0861761555215575
"5782","w_24_192.5",0.0314524491900576,0.0858253018165398
"7236","w_29_212",0.0314496020732461,0.0873669136135283
"2509","w_13_165",0.0314410020713989,-0.0899866602460377
"3463","w_16_217.5",0.0314408246029375,0.075056379963449
"9817","w_38_271.5",0.0314407251123054,0.0981082426994908
"4350","w_19_216",0.0314388640711519,0.0812177508246527
"15550","w_60_194.5",0.0314371966223268,0.0940187795955077
"14496","w_56_162.5",0.0314357199614845,0.104879108112079
"14249","w_55_173",0.0314330592227396,0.0986757967008295
"12446","w_48_204.5",0.0314314177558798,0.0937493586899089
"6876","w_28_143.5",0.031429715881527,0.104406851424608
"7501","w_30_195.5",0.031428042569972,0.0884834142013691
"11645","w_45_204",0.0314275043386055,0.0917484299956318
"15259","w_59_157",0.0314254511086118,0.111637931317601
"13467","w_52_171.5",0.0314215270912279,0.0992601117152511
"112","w_5_200",0.0314181342338175,0.0681464086201542
"2378","w_12_45.5",0.0314179469774333,0.217455651813437
"5811","w_24_219.5",0.0314116164760131,0.0855474908769782
"2835","w_14_189.5",0.0314103377119604,0.0816793589079028
"8989","w_35_273",0.0314078249516191,0.0974410315084783
"14228","w_55_152",0.0314051364261451,0.115673555287054
"9194","w_36_207.5",0.0314032493826338,0.0880325270531881
"14747","w_57_156",0.0314029477871104,0.113227939445979
"6580","w_27_134",0.0314006255747594,0.106556788323877
"2482","w_13_140",0.031400168806597,0.0871147346123026
"7507","w_30_200.5",0.0313967749562429,0.0867871235569307
"6412","w_26_241.5",0.031393388170457,-0.0879245601301972
"8112","w_32_238.5",0.0313924667952921,-0.0942298364197838
"2232","w_12_187.5",0.0313924632763228,0.0769043267321354
"13729","w_53_172",0.0313907646030651,0.0987091340039763
"12942","w_50_171.5",0.0313905526568299,0.0991108881502003
"8918","w_35_209",0.0313879026120232,0.0886495908441013
"10887","w_42_251.5",0.0313870586193632,-0.0973545490495416
"539","w_6_308.5",0.0313850048705966,0.0680456413344199
"14753","w_57_162",0.0313845119409596,0.105675721528169
"5436","w_23_141",0.0313812351239843,0.0990198984690525
"2211","w_12_168.5",0.0313779816478532,-0.0850661143998453
"1165","w_8_43.5",0.0313765618103277,0.21518746132423
"6667","w_27_213",0.0313758708467269,0.0870634183795219
"8011","w_32_145.5",0.03137564036621,0.108063518047671
"7833","w_31_240",0.0313747219640775,-0.0919288593091009
"746","w_7_218",0.0313745343081318,0.062830843731244
"8574","w_34_147.5",0.0313740457648508,0.11078988585289
"5260","w_22_245.5",0.0313735846300098,-0.0810628135371709
"12664","w_49_157",0.0313602578711023,0.109213634883071
"9469","w_37_206",0.0313578696916934,0.0885302130406854
"7160","w_29_143",0.0313578179578765,0.105615750647094
"10762","w_42_131.5",0.0313574098406797,0.110279249570196
"5723","w_24_139.5",0.0313574083604895,0.100835067735798
"13223","w_51_189",0.0313570451982728,0.0936273287494738
"8437","w_33_279",0.031354912572666,0.0977169547167668
"10570","w_41_210",0.0313530213086379,0.0915377582492061
"12643","w_49_136",0.0313480964618784,0.116142877035962
"1000","w_8_170.5",0.0313432617920117,-0.0788685494760636
"11573","w_45_132",0.0313401999991282,0.111944529896269
"14604","w_56_270.5",0.0313398113501953,0.0984183923172437
"13693","w_53_136",0.0313347759390485,0.116730440742691
"12376","w_48_134.5",0.031334077486558,0.113604988931674
"13191","w_51_157",0.0313325265166911,0.109695952853663
"7220","w_29_198",0.0313322892578901,0.0869129837344709
"8296","w_33_149",0.0313302763342818,0.108210875836151
"15551","w_60_195.5",0.0313299812449086,0.0937380895569837
"8292","w_33_145",0.0313293591569369,0.109353284377691
"6604","w_27_156",0.0313251402480603,0.100463956721632
"4123","w_18_278.5",0.0313242740172511,0.0839861656512974
"10842","w_42_210.5",0.031323843745367,0.0917573355849748
"11840","w_46_131.5",0.0313191176007616,0.111486871594022
"13952","w_54_135.5",0.031318890288354,0.116257682934111
"11158","w_43_252",0.0313176327614186,-0.097700606743951
"12377","w_48_135.5",0.0313150422462642,0.115101778940761
"4629","w_20_202.5",0.0313109286320301,0.0828354681448944
"3479","w_16_231.5",0.0313061065302422,-0.0856172184719855
"935","w_8_111.5",0.0313044029415819,0.0703975487739705
"4676","w_20_245.5",0.0313044010018142,-0.0801382129022963
"11877","w_46_168.5",0.0312995981882728,0.0974833381749178
"14265","w_55_189",0.0312990212127282,0.0943935535728269
"8851","w_35_145",0.0312948404210418,0.111121180588412
"6874","w_28_141.5",0.0312916046284784,0.104990691219232
"13746","w_53_189",0.0312910461666678,0.0934525477213513
"8672","w_34_238.5",0.0312901168502103,-0.0945463508675732
"1660","w_10_217.5",0.0312885462261865,0.0669514333975584
"8915","w_35_206",0.0312819272914399,0.0866230468606868
"7485","w_30_180.5",0.0312818269191588,0.0871129980360291
"15034","w_58_187.5",0.0312788021556586,0.0954156445470674
"14491","w_56_157.5",0.031275215975033,0.110199499156822
"3280","w_15_48",0.0312750134632802,0.214936687881934
"14752","w_57_161",0.0312740954879297,0.106253066685224
"14748","w_57_157",0.0312669944749828,0.111212442414041
"6983","w_28_240.5",0.0312646263872837,-0.0890960411578631
"9951","w_39_139",0.0312638360495724,0.113296819487402
"5452","w_23_156",0.0312610583430929,0.0978342240603009
"7456","w_30_154.5",0.0312587860700876,0.10213530674382
"6098","w_25_218",0.0312575400065692,0.0882521859183232
"14741","w_57_150",0.0312572375793472,0.117833355205309
"11360","w_44_188.5",0.0312571155144626,0.0928420345297183
"10024","w_39_210",0.031256361076262,0.0903650914997358
"12696","w_49_189",0.0312552664207271,0.0923538286605719
"6343","w_26_179.5",0.0312530334901623,0.0852193515353066
"15627","w_60_271.5",0.0312520341070838,0.0979561735648743
"9446","w_37_185",0.0312510417591911,0.0896687999638693
"14540","w_56_206.5",0.031248237314311,0.0948825460500251
"11897","w_46_188.5",0.0312440601521086,0.0923649591393942
"868","w_7_50",0.031239783020321,0.186298793956079
"11034","w_43_132",0.0312382235731903,0.110826608543681
"9471","w_37_208",0.0312366159335398,0.0879151724993696
"5725","w_24_140.5",0.0312350516181714,0.0996620176299299
"11841","w_46_132.5",0.0312313164429701,0.111696904996832
"11428","w_44_252.5",0.0312296139772152,-0.0978060247982665
"3494","w_16_245.5",0.0312273888699595,-0.0761176986722212
"6206","w_25_47",0.0312227943251567,0.246643057599461
"6367","w_26_200.5",0.0312202741164416,0.0862765012905458
"10798","w_42_167.5",0.0312188529988644,0.09725338337673
"11048","w_43_146",0.03121880479619,0.114101799004945
"2631","w_13_276",0.0312173374589177,0.0820688159283871
"2166","w_12_127.5",0.0312163692490198,0.093424431091204
"10761","w_42_130.5",0.0312148582414679,0.108826357985876
"4892","w_21_176",0.0312131330479303,0.0832153609115536
"12108","w_47_132",0.0312094122177552,0.111193688124067
"11575","w_45_134",0.0312060273026535,0.112248677249158
"12447","w_48_205.5",0.0312053603650282,0.0926408898612726
"10615","w_41_251",0.0312030423143077,-0.0950853600665742
"11697","w_45_253",0.0312026831192647,-0.0989460662300549
"6664","w_27_210",0.0312020139534619,0.0834277610647656
"11032","w_43_130",0.0311998292458013,0.108487341681749
"10788","w_42_157.5",0.0311959182407694,0.104863620837701
"6984","w_28_241.5",0.0311956008322229,-0.0877621031136451
"10071","w_39_253",0.0311935270119628,-0.0938395771790972
"9472","w_37_209",0.0311908526672379,0.0881900245055354
"7223","w_29_200",0.031183467496178,0.0856750781650912
"15549","w_60_193.5",0.0311779974943099,0.0924820405686572
"6386","w_26_218.5",0.0311768640346348,0.0882306693367075
"7831","w_31_239",0.0311767164743858,-0.0920344515137235
"4936","w_21_216",0.0311755134122103,0.0833801659335146
"5810","w_24_218.5",0.0311754129387308,0.0857881344801795
"5142","w_22_138.5",0.0311709430814573,0.0984462678516127
"8945","w_35_233",0.0311689022006859,-0.0961803166384008
"2583","w_13_232",0.0311659661459015,-0.0797200829925097
"10017","w_39_204",0.0311650351941788,0.0864836283363079
"8712","w_34_274.5",0.0311636544305166,0.0960100887562695
"347","w_6_134.5",0.0311614484183518,-0.0789940516789365
"1246","w_9_117",0.0311566320371419,-0.0774802246511363
"8393","w_33_239",0.0311477657474977,-0.0925022147114298
"8944","w_35_232",0.0311477000681335,-0.0957972237139058
"8283","w_33_136",0.0311469267547173,0.106992451308397
"14488","w_56_154.5",0.0311468128139351,0.111418597349378
"13484","w_52_188.5",0.0311431975868927,0.0926245494176115
"7161","w_29_144",0.0311430223374092,0.10298699094138
"13953","w_54_136.5",0.0311430216806184,0.115748250774808
"15264","w_59_162",0.0311417112992934,0.104535735272803
"15562","w_60_206.5",0.0311380422154095,0.0952231021110374
"11913","w_46_204.5",0.0311357679077949,0.09070824197035
"2519","w_13_174",0.0311324392063292,0.0803401183844124
"14212","w_55_136",0.0311319070857043,0.115311936701488
"11609","w_45_168",0.0311289149315814,0.0966141547977183
"1930","w_11_187",0.031126394646718,0.076170773849519
"4305","w_19_175",0.0311178026179677,0.0833296589148429
"10345","w_40_253.5",0.0311164807896901,-0.0941435993403723
"7804","w_31_214",0.0311154574238401,0.0888284875728848
"9193","w_36_206.5",0.0311120368167979,0.0860541178045669
"5813","w_24_220.5",0.0311113862633912,0.082373549559707
"12448","w_48_206.5",0.0311107611465109,0.0919931942170033
"4336","w_19_203",0.0311092046471539,0.0823084293196957
"12430","w_48_188.5",0.0311075594478749,0.0914668534259176
"15289","w_59_187",0.0311066508722847,0.0943518313805328
"12714","w_49_207",0.0311028659451518,0.0923453188033317
"14229","w_55_153",0.0310997833044218,0.111627418660606
"5726","w_24_141.5",0.0310978757344869,0.0989892980121775
"7768","w_31_181",0.0310946280775632,0.0871503143533536
"6099","w_25_219",0.0310930331576189,0.0858150240513374
"439","w_6_218.5",0.0310928894260716,0.061198447240086
"993","w_8_164.5",0.0310911635461161,-0.0815210898384019
"13432","w_52_136.5",0.0310893576452846,0.115045006784091
"4644","w_20_216.5",0.0310892168585988,0.0806225213576886
"9468","w_37_205",0.0310891303429898,0.0864547303829171
"39","w_5_134",0.0310877450624161,-0.0776764157278736
"4941","w_21_220",0.0310875720504975,0.0802934431611991
"7444","w_30_143.5",0.031085039863198,0.104234604743038
"12907","w_50_136.5",0.0310846079856696,0.114611077097337
"5138","w_22_134.5",0.031082994838749,0.0991109165066658
"4112","w_18_268.5",0.0310818831363834,-0.0914016457457801
"1321","w_9_185",0.031081224528188,0.0741316245754269
"8085","w_32_213.5",0.0310808703022554,0.0883884472344258
"13241","w_51_207",0.0310805831145573,0.0928847011694818
"9169","w_36_184.5",0.0310793755427452,0.0878782897257228
"8891","w_35_184",0.0310779682947268,0.0876321106560364
"9750","w_38_210.5",0.0310748491364911,0.0893843002769132
"5045","w_21_44",0.0310734476502238,0.243325934742005
"14522","w_56_188.5",0.0310729476084278,0.0933208378473298
"6699","w_27_242",0.0310725866321634,-0.0857783900469032
"10843","w_42_211.5",0.0310719303774351,0.0903742774755608
"11304","w_44_132.5",0.031071634091928,0.110153169314136
"10526","w_41_167",0.0310706294255811,0.096093772562374
"8156","w_32_278.5",0.0310693417087745,0.09526147800533
"11106","w_43_204",0.0310676600052214,0.088213063890862
"14749","w_57_158",0.0310655204905379,0.107533193404386
"9722","w_38_185.5",0.0310641266220881,0.0892718905666083
"1569","w_10_134.5",0.0310624436815649,-0.0873462054653763
"2811","w_14_167.5",0.0310607593497537,-0.0883410965961542
"11866","w_46_157.5",0.0310600414164117,0.104405785403722
"15004","w_58_157.5",0.0310597846869778,0.108533323336171
"40","w_5_135",0.0310597129557422,-0.0756528021164631
"7239","w_29_215",0.0310580502452021,0.088675847889853
"9129","w_36_145.5",0.0310572011496298,0.110466984237319
"4850","w_21_138",0.031055470189343,0.0974466163317352
"7173","w_29_155",0.0310525670788665,0.100300001078232
"9542","w_37_272",0.0310512098176692,0.0955326182778102
"13452","w_52_156.5",0.0310473986590459,0.108281151059542
"4462","w_19_46",0.0310462323485285,0.231919125468061
"11587","w_45_146",0.031045879019903,0.113865134731471
"1259","w_9_129",0.0310451240703815,0.0845904681198185
"3206","w_15_254",0.0310444753902998,0.0646945856997474
"8016","w_32_150.5",0.0310442649121624,0.102957065146111
"10505","w_41_146",0.0310436884189271,0.11203900595327
"15513","w_60_157.5",0.0310429809461734,0.107917806119094
"1551","w_10_118.5",0.0310403670006587,-0.0835822829058626
"3761","w_17_218",0.0310393543304458,0.0745806542206944
"1264","w_9_133",0.0310339589370281,-0.08448820488666
"8868","w_35_162",0.031033786013953,0.098099933170385
"14779","w_57_188",0.0310323910964112,0.093349742465353
"11698","w_45_254",0.0310300108584448,-0.0979342110270482
"9228","w_36_238.5",0.0310291156939094,-0.09363094654383
"10618","w_41_254",0.0310263268754729,-0.0942841955598402
"14233","w_55_157",0.0310259555683672,0.108927154128572
"14490","w_56_156.5",0.03101952726033,0.109953178614004
"10291","w_40_204.5",0.0310176414856763,0.0859991996533156
"6917","w_28_180.5",0.0310160742426844,0.0842933733750815
"10215","w_40_129.5",0.0310159454983621,0.106459663305484
"9796","w_38_252.5",0.0310153585384298,-0.0916701304606467
"2265","w_12_217.5",0.031012618424093,0.0675724888476317
"10488","w_41_129",0.0310100909910521,0.106239652458897
"3773","w_17_229",0.0310098664473625,-0.0830768175432638
"7237","w_29_213",0.0310097937377417,0.085826141544047
"8563","w_34_136.5",0.0310083342255244,0.107793018428508
"14862","w_57_271",0.0310075656314455,0.096015479866006
"6889","w_28_155.5",0.0310065151251776,0.0988186443247187
