"","namestmean","r2","es"
"6164","w_25_278",0.0774979098012819,0.562288155792346
"1167","w_8_45.5",0.0774895080812875,0.363368126068837
"972","w_8_145.5",0.0773571707041147,0.268254854883601
"6760","w_27_298",0.0773428279804005,0.434066419480444
"8434","w_33_276",0.0772283562580391,0.601756017761401
"2977","w_14_44.5",0.0771880245249552,0.423605601673925
"14346","w_55_270",0.0771050742945761,0.6206853181414
"13304","w_51_269",0.077008527124514,0.612549159634344
"5918","w_24_47.5",0.0769532766939437,0.457088894142218
"2982","w_14_49.5",0.0769179769143705,0.379924862257192
"249","w_5_45",0.0769082542128082,0.332658148737753
"1448","w_9_300",0.0769004834765625,0.358435379594137
"5030","w_21_301",0.0768600638955159,0.412419335188318
"211","w_5_290",0.0767737239927178,0.333441986670843
"4463","w_19_47",0.0767557295025545,0.438467189600331
"1725","w_10_276.5",0.0766898255739793,0.426099777955038
"10634","w_41_269",0.0766759473544237,0.589766289789384
"4444","w_19_301",0.0766402260070893,0.40155356823913
"3580","w_16_51.5",0.0765478268188061,0.373590461442028
"1739","w_10_289.5",0.076519585525473,0.360873655320952
"2341","w_12_286.5",0.0765146451676352,0.394470636436027
"4149","w_18_301.5",0.0764590893577726,0.396669217347829
"5587","w_23_279",0.0764503146320028,0.536905915781412
"12514","w_48_269.5",0.0764150630818015,0.607559849618653
"862","w_7_45",0.0764045751142577,0.357400682233161
"3281","w_15_49",0.0764020830478501,0.39051278583944
"4755","w_20_46.5",0.0763526812920756,0.450639433209184
"560","w_6_49.5",0.0763417718899442,0.323934906712673
"1140","w_8_298.5",0.0762028853639375,0.379463832420388
"835","w_7_299",0.0761433194747415,0.36686100658928
"9814","w_38_269.5",0.0761321425808745,0.592088871641152
"3877","w_17_51",0.0761070663706047,0.38406806696741
"5050","w_21_49",0.0760003457754059,0.422580456449157
"9540","w_37_270",0.075978828954246,0.592823487579602
"1446","w_9_299",0.0759352789618523,0.37027147166032
"4715","w_20_280.5",0.0758912598513912,0.481994232419562
"2039","w_11_286",0.0758414577462587,0.386072596922286
"4164","w_18_43.5",0.0758141132077111,0.450089864528539
"1173","w_8_50.5",0.0756950538780869,0.325014226592701
"9265","w_36_271.5",0.075670607446111,0.597951088008974
"5630","w_23_48",0.0756464034652059,0.443940168579894
"4171","w_18_50.5",0.0756377933208838,0.392574285582259
"2037","w_11_284",0.0756176628248684,0.38293664159122
"8432","w_33_274",0.0755870084692931,0.585439032986078
"5340","w_22_48.5",0.0755699493121325,0.430909967545639
"14086","w_54_269.5",0.0755377817488613,0.612122125293973
"5901","w_24_300.5",0.0754845468268265,0.418961177482132
"1141","w_8_299.5",0.0754779610373861,0.356829071811434
"10088","w_39_269",0.0752878269830094,0.582930887264999
"1753","w_10_301.5",0.0752859498628872,0.338630584020573
"1123","w_8_282.5",0.0752743436381828,0.342821246755634
"8710","w_34_272.5",0.0752527261381917,0.589528297629025
"8153","w_32_275.5",0.0752477050758898,0.589122152741275
"1449","w_9_301",0.0751724983546045,0.338325653081123
"15370","w_59_268",0.0751680858754804,0.635469314770579
"6207","w_25_48",0.075151296010428,0.455913580956542
"7613","w_30_297.5",0.0751167666630529,0.443982118065939
"3531","w_16_279.5",0.0750867336944796,0.443026689897672
"6189","w_25_300",0.0748093885141118,0.420745069762912
"14603","w_56_269.5",0.0747452378505752,0.617685983048654
"6206","w_25_47",0.0747399602860263,0.458156337696357
"973","w_8_146.5",0.0747184177290476,0.266890196996004
"5337","w_22_45.5",0.0745959413963967,0.462016864319372
"3878","w_17_52",0.0745844189872843,0.377288568243683
"3235","w_15_280",0.0744756801528468,0.417527801977029
"8988","w_35_272",0.0744411724019537,0.590993737834044
"12778","w_49_269",0.0744380482512743,0.597560457825957
"2377","w_12_44.5",0.07431888129907,0.405246191315098
"15623","w_60_267.5",0.0742660023834165,0.637482820196868
"510","w_6_282.5",0.0742102852510885,0.32193298362663
"9538","w_37_269",0.074188470289969,0.572393580234361
"195","w_5_276",0.0741469718180549,0.389188759749113
"14860","w_57_269",0.0741325361651397,0.620632911507367
"2041","w_11_288",0.0741243612329638,0.367973593262504
"253","w_5_49",0.0741110027287925,0.318594319052983
"9262","w_36_269.5",0.074094874176365,0.573683837739568
"4172","w_18_51.5",0.0740917013659588,0.386481044859877
"5341","w_22_49.5",0.0740153471813875,0.421965838706815
"220","w_5_299",0.0739379886437641,0.352492461490301
"7591","w_30_277.5",0.073880207278865,0.579115856096621
"1780","w_10_50.5",0.07386970698838,0.343392167713729
"5338","w_22_46.5",0.0738547208591291,0.446765286412529
"3276","w_15_44",0.0738412943136633,0.422439520539214
"3830","w_17_280",0.0738255724498196,0.443007164278397
"5919","w_24_48.5",0.0738217263426284,0.443004713003836
"8431","w_33_273",0.0737994648915464,0.576220402021272
"5631","w_23_49",0.0737609049277752,0.43073470483709
"5586","w_23_278",0.0737412686163285,0.534155131993417
"8154","w_32_276.5",0.0737324255705588,0.588531911764337
"2038","w_11_285",0.0737158826061383,0.378127452068907
"15114","w_58_267.5",0.0736030258295275,0.626895443266626
"4467","w_19_51",0.0735878479678551,0.393877946892462
"1116","w_8_276.5",0.0735447334277134,0.389529504915351
"3572","w_16_43.5",0.0735100853262508,0.42782839379621
"3577","w_16_48.5",0.0734446305407684,0.397792501095343
"3874","w_17_48",0.073409245732922,0.411092453676853
"9813","w_38_268.5",0.0733504577185389,0.563427725458976
"8984","w_35_269",0.0733401192850159,0.556838532158719
"9261","w_36_268.5",0.0733256233766796,0.554876076556357
"5045","w_21_44",0.0732889446145674,0.459214889657405
"6493","w_26_47.5",0.073278874942186,0.458284526168179
"11982","w_46_269.5",0.0732694051051183,0.589923217434392
"3533","w_16_280.5",0.0731951128600697,0.418697019930105
"7873","w_31_277",0.0731722734152098,0.585901952489862
"14345","w_55_269",0.0731469101404441,0.608894069024864
"2057","w_11_302",0.073012971370127,0.335607397939426
"4464","w_19_48",0.0729627747837048,0.411423508049955
"13041","w_50_268.5",0.0729542815676275,0.593409543388324
"13826","w_53_269",0.0729251533940718,0.597566711365879
"6451","w_26_277.5",0.0727938966261773,0.547742070870025
"2959","w_14_301.5",0.0727670471881831,0.362204787556862
"15369","w_59_267",0.0727067127423121,0.628963261226362
"4466","w_19_50",0.0727000678318994,0.395968382644633
"11176","w_43_269",0.0726730460732304,0.571362617126529
"15115","w_58_268.5",0.0726110582168101,0.619059891582487
"9264","w_36_270.5",0.0725937069203587,0.575853023762762
"2983","w_14_50.5",0.0725934836732752,0.353776496348935
"8705","w_34_268.5",0.0725860447288401,0.540088409581543
"8983","w_35_268",0.0725371184137105,0.538083285419634
"14602","w_56_268.5",0.072537002519269,0.611859609604211
"252","w_5_48",0.072531219658613,0.3209934207913
"4758","w_20_49.5",0.0725160878977495,0.40617783593824
"3556","w_16_301.5",0.0724857507315385,0.373441378724031
"4756","w_20_47.5",0.0724553060775656,0.419805890395299
"9537","w_37_268",0.0724347273175632,0.545907005893081
"5048","w_21_47",0.0724177248196419,0.432813336841715
"6475","w_26_299.5",0.0724031563092388,0.416790747306911
"2076","w_11_44",0.0723120517286084,0.394120961853791
"971","w_8_144.5",0.072252826965054,0.262962526817471
"1774","w_10_45.5",0.0721563369134549,0.378072990886635
"1130","w_8_289.5",0.0720000197169555,0.339755505160617
"7330","w_29_298",0.0719741880497857,0.424931256368194
"7307","w_29_277",0.0719693018991227,0.567736270056061
"13565","w_52_268.5",0.0719636450211678,0.590841667883289
"15622","w_60_266.5",0.071927829286269,0.631841360388857
"3282","w_15_50",0.0719251463023154,0.364156540811199
"7872","w_31_276",0.0716939100893478,0.575757376781662
"10361","w_40_268.5",0.0716646394902242,0.559314856388096
"9260","w_36_267.5",0.0716360196821315,0.529448253818433
"3578","w_16_49.5",0.071600527658073,0.374145097104931
"1450","w_9_302",0.0714604111512712,0.316452204750445
"5628","w_23_46",0.071391721885024,0.446668565894119
"868","w_7_50",0.0713219589711294,0.310818458508807
"2660","w_13_302",0.0712497523731346,0.348059395360681
"11714","w_45_269",0.0711926365910023,0.574046590047303
"7590","w_30_276.5",0.0711206897126295,0.573266177990274
"5297","w_22_279.5",0.0710486932137906,0.500009929443442
"14858","w_57_267",0.0710398578417121,0.612247344369657
"1143","w_8_300.5",0.0710340889722307,0.331143548270924
"14859","w_57_268",0.071018065272917,0.610327742272076
"1144","w_8_301.5",0.0709535332401637,0.313819386780213
"5336","w_22_44.5",0.0709447025290318,0.457703634672531
"5629","w_23_47",0.0709296624318835,0.438112416546846
"1421","w_9_276",0.0708774523827441,0.409981969059591
"8152","w_32_274.5",0.0708371297186193,0.560879160988788
"54","w_5_148",0.0708229962746968,0.233800677657235
"1772","w_10_43.5",0.0707828899074405,0.39139085859632
"8986","w_35_270",0.0707778703453306,0.557702119107529
"4759","w_20_50.5",0.0706524423284427,0.395727162495293
"14085","w_54_268.5",0.0705453019298353,0.594242404898275
"5051","w_21_50",0.0705409959642214,0.405499886602958
"8425","w_33_268",0.0704921818684963,0.51983682491484
"8704","w_34_267.5",0.0704712946223263,0.518079621006331
"2077","w_11_45",0.070397298052446,0.389088176976569
"5875","w_24_277.5",0.0703776529327091,0.529718860850734
"4120","w_18_275.5",0.070221223920752,0.490088789252852
"5612","w_23_301",0.0701904112722703,0.394007461273448
"15113","w_58_266.5",0.070148645356512,0.6141931923129
"8706","w_34_269.5",0.0701037063515234,0.541844986559541
"974","w_8_147.5",0.0700854962073181,0.258721907653901
"8987","w_35_271",0.0700609275109395,0.564671084434836
"14600","w_56_266.5",0.0700401887919804,0.605395845503501
"4416","w_19_276",0.070035560796623,0.492698093022675
"1738","w_10_288.5",0.0699954925431434,0.343001438010401
"14344","w_55_268",0.0699548298469638,0.59725878656685
"6761","w_27_299",0.0698892732047698,0.411018479915039
"10087","w_39_268",0.0698660302974183,0.541321387431158
"4757","w_20_48.5",0.0697806328048001,0.403655876291067
"358","w_6_144.5",0.0697745276702042,0.247704843302878
"1471","w_9_45",0.0697261342727818,0.363557866152736
"2932","w_14_277.5",0.0697232080129716,0.428107150043501
"1754","w_10_302.5",0.0696365633959155,0.316357212273141
"8151","w_32_273.5",0.0696265226556855,0.555836552242627
"8982","w_35_267",0.0695762894363816,0.50966138799725
"3283","w_15_51",0.0695586989787287,0.35242231432064
"13825","w_53_268",0.0695380833139709,0.587241651461389
"5339","w_22_47.5",0.0694994117100061,0.424609020694473
"8430","w_33_272",0.0694214497303353,0.555513061060077
"5049","w_21_48",0.0694013888129377,0.411795892332638
"15368","w_59_266",0.0693790305617906,0.617008153027967
"5007","w_21_280",0.0693457674469773,0.475163709218672
"5296","w_22_278.5",0.0693039868398566,0.505421189826591
"8426","w_33_269",0.0693035013158395,0.525083624211375
"2678","w_13_44",0.0691711207752367,0.39216880629697
"14857","w_57_266",0.0691436941710099,0.607358560370667
"3579","w_16_50.5",0.0691283408393312,0.362497741168478
"7046","w_28_298.5",0.0690335187936093,0.409720510498994
"9812","w_38_267.5",0.069031536703494,0.525203092537529
"1429","w_9_283",0.0689962254231627,0.339865924229357
"12248","w_47_269",0.0689957735830552,0.569845950411442
"555","w_6_44.5",0.0689756731109682,0.327931001276903
"4738","w_20_301.5",0.0689562434478059,0.384109478313666
"14084","w_54_267.5",0.0689277753753299,0.590132392952289
"2383","w_12_50.5",0.0688948923528639,0.33621923868535
"3875","w_17_49",0.0688948110333648,0.380214943885512
"4169","w_18_48.5",0.0688797075104963,0.392024015737276
"837","w_7_300",0.0688135313100394,0.32610273416104
"3876","w_17_50",0.0688130285054513,0.371350637681774
"8709","w_34_271.5",0.0687441690309729,0.557394114486816
"5917","w_24_46.5",0.0687077142801628,0.43835158094367
"3284","w_15_52",0.0686592815798373,0.34409110352442
"2040","w_11_287",0.0685567258083596,0.359400719533604
"3869","w_17_43",0.0685539022982536,0.417497027927221
"4710","w_20_276.5",0.0685336835750492,0.495406064231552
"10905","w_42_268.5",0.0684912646776166,0.550951505664293
"528","w_6_299.5",0.0684510076199498,0.331681983377735
"14601","w_56_267.5",0.0684469629611515,0.595641994968007
"4445","w_19_302",0.0684202315853575,0.37865077609123
"15112","w_58_265.5",0.0683593712248404,0.610075548937016
"8708","w_34_270.5",0.0683312137487216,0.547576316902018
"9536","w_37_267",0.0683202146037388,0.510162525948084
"4421","w_19_280",0.068188361245529,0.447875255058481
"6737","w_27_277",0.0680264198125757,0.532772438708901
"13303","w_51_268",0.0679454462381266,0.571221313552932
"8149","w_32_271.5",0.0679368558032367,0.540716407635362
"1773","w_10_44.5",0.0679208254958686,0.375788130118975
"8150","w_32_272.5",0.0679150807627872,0.54224445726375
"1166","w_8_44.5",0.0678382918340616,0.358048201259954
"4752","w_20_43.5",0.0677890172956239,0.436901047953193
"8428","w_33_270",0.0677488883815819,0.53265504064066
"6494","w_26_48.5",0.0675462190114711,0.437052548935112
"7867","w_31_271",0.0675449356082666,0.527106129556759
"1736","w_10_286.5",0.067500269989457,0.349252215819762
"1478","w_9_51",0.067491373421522,0.315199749085474
"3232","w_15_278",0.0674672445752975,0.420345604613882
"14343","w_55_267",0.0674041804172112,0.588469965551382
"12513","w_48_268.5",0.0671936374949121,0.5602395388831
"8145","w_32_268.5",0.0671848773042185,0.505019185072094
"15621","w_60_265.5",0.0671825056980468,0.613248904612837
"2376","w_12_43.5",0.0671411185301278,0.381680157327159
"8429","w_33_271",0.0671259488137536,0.541413238975646
"6492","w_26_46.5",0.0670921380081388,0.439392707286485
"3825","w_17_276",0.0669665902127591,0.471862760993104
"5003","w_21_277",0.0669631943423785,0.496956021905045
"11981","w_46_268.5",0.06696197294988,0.554291185936334
"8146","w_32_269.5",0.0669020188595408,0.515684337998872
"669","w_7_148",0.0668794888855091,0.243759465715225
"3581","w_16_52.5",0.0668539739104012,0.347895876073938
"5295","w_22_277.5",0.0668044041773471,0.498432170880873
"7584","w_30_270.5",0.0667150118187385,0.510095135602519
"8148","w_32_270.5",0.0666417684752998,0.527296564707868
"7868","w_31_272",0.0665593616049631,0.528762386295486
"4121","w_18_276.5",0.066426615288406,0.471511852352359
"1280","w_9_148",0.0663762360611651,0.254960866026894
"838","w_7_301",0.0663733608606359,0.304806423767232
"9259","w_36_266.5",0.0663732209431034,0.491526767806175
"8424","w_33_267",0.0663458014280743,0.493077489481412
"5322","w_22_301.5",0.0663406660481062,0.381706036211902
"4173","w_18_52.5",0.0663106985006134,0.366404074429774
"2359","w_12_302.5",0.0662954835448363,0.325103548900245
"8144","w_32_267.5",0.0662774045891483,0.494455420544656
"7585","w_30_271.5",0.0662753511084895,0.516124278112305
"5632","w_23_50",0.0662679210056911,0.405983758262255
"6208","w_25_49",0.0661997097489596,0.424888708906718
"5920","w_24_49.5",0.066140924249297,0.414094637016314
"6779","w_27_47",0.0661346254992017,0.441196753305594
"15367","w_59_265",0.0661239303742159,0.606027197767497
"14342","w_55_266",0.0661082868916685,0.585347651298149
"1733","w_10_283.5",0.0660925029045979,0.338531807982976
"4170","w_18_49.5",0.0660912252689732,0.375527190603478
"4465","w_19_49",0.0660305317022184,0.386042610818631
"6780","w_27_48",0.0660292205026245,0.439786944205222
"2976","w_14_43.5",0.0660011884684836,0.39093737302974
"1470","w_9_44",0.065977025616007,0.371841241591367
"3275","w_15_43",0.0659462150550709,0.3971383527196
"4468","w_19_52",0.0659158896580172,0.374142748015293
"6163","w_25_277",0.0658895015428969,0.515478993675969
"12777","w_49_268",0.0658015953457386,0.555889077509717
"7866","w_31_270",0.0657839761324173,0.510220431929368
"1279","w_9_147",0.0656199616776074,0.254638441447261
"7871","w_31_275",0.0655982480907078,0.538688868343865
"1435","w_9_289",0.0655907510428314,0.321754456079229
"4760","w_20_51.5",0.0655452464141683,0.380485013546742
"8703","w_34_266.5",0.0655379432656428,0.48501932627312
"13564","w_52_267.5",0.0655177225501073,0.567063694974727
"7301","w_29_271",0.0654999445024039,0.499708328192361
"5627","w_23_45",0.0654617790702299,0.43703036597096
"5335","w_22_43.5",0.0654207160570537,0.436555292153287
"3854","w_17_302",0.0653484697041428,0.358618123264833
"3259","w_15_302",0.0652387618826147,0.347366813982735
"14599","w_56_265.5",0.0652260217539128,0.587089045787774
"12247","w_47_268",0.0651849685642546,0.544851141232755
"1276","w_9_144",0.0651104072289359,0.257875590647612
"3824","w_17_275",0.0650447184980845,0.464613896658164
"2632","w_13_277",0.0650319815763279,0.406465491364943
"572","w_6_6.5",0.0650004858869777,0.305853920291454
"13824","w_53_267",0.0649319469515507,0.569865612563018
"7870","w_31_274",0.0647960633115875,0.530660996162408
"2075","w_11_43",0.0647916603659729,0.374882297485234
"7864","w_31_269",0.0647090784082763,0.495289279035037
"4709","w_20_275.5",0.0646957715535039,0.475801871642412
"4417","w_19_277",0.0646162239539815,0.47158748913907
"4459","w_19_43",0.0645377472701758,0.419158887166887
"7300","w_29_270",0.0644848059434967,0.489650975100014
"869","w_7_51",0.0644736470493147,0.275366202871103
"14856","w_57_265",0.0644270007726547,0.589292312546096
"3530","w_16_278.5",0.0642193349576088,0.414524799246787
"1277","w_9_145",0.0642000886168591,0.249877455368281
"2685","w_13_51",0.0641532809442322,0.322457226868045
"11445","w_44_268.5",0.0640424785456714,0.532923608579747
"4415","w_19_275",0.0640146268738755,0.467839845103998
"209","w_5_289",0.0639649217047406,0.298490378846869
"1278","w_9_146",0.0639385847971218,0.250555433007711
"5002","w_21_276",0.0639340606455708,0.482381604849874
"2677","w_13_43",0.0638456553070297,0.380373464224659
"12512","w_48_267.5",0.0638201762487959,0.540663486326335
"5005","w_21_279",0.0638086651090037,0.467567916131365
"10633","w_41_268",0.0638036114855686,0.522075463334855
"2330","w_12_276.5",0.0637906945967207,0.403156150996435
"2975","w_14_42.5",0.0637360915324908,0.386301031444402
"7869","w_31_273",0.0636888982177248,0.521480361859084
"8143","w_32_266.5",0.0636778403228866,0.477051338048692
"2985","w_14_52.5",0.0636317616256935,0.326354521184282
"5626","w_23_44",0.063552813547342,0.435862394620835
"7862","w_31_267",0.0635421909205124,0.478126665783032
"31","w_5_127",0.0635369031365101,0.234768335531716
"2960","w_14_302.5",0.063536661480361,0.333710539519375
"7582","w_30_269.5",0.0635333627768939,0.489465705006235
"14083","w_54_266.5",0.0634547064639832,0.568212356424951
"255","w_5_50",0.0634018100419754,0.267709063025137
"5585","w_23_277",0.0633768754229315,0.492219201848759
"7016","w_28_270.5",0.0633712798255009,0.48035833399235
"531","w_6_300.5",0.0633332208525629,0.295707579453719
"1734","w_10_284.5",0.0632967322332719,0.33509644196659
"2083","w_11_51",0.0632300394975525,0.317031079355651
"5916","w_24_45.5",0.0630706528851368,0.424342651050931
"2058","w_11_303",0.0630280937727526,0.307575719345679
"5294","w_22_276.5",0.0630053228887976,0.487349998364969
"8423","w_33_266",0.0629443220901602,0.469355704439433
"1583","w_10_147.5",0.0629246071511408,0.252190069848087
"7863","w_31_268",0.0629218341798514,0.479550311430037
"5342","w_22_50.5",0.0628289211777775,0.389673751492577
"975","w_8_148.5",0.0628079966583136,0.239783541623113
"5052","w_21_51",0.0628026047329613,0.380635537998408
"810","w_7_276",0.0628019604520591,0.371603911971686
"4711","w_20_277.5",0.0627339707299012,0.47035637792585
"818","w_7_283",0.0626899150608875,0.299199268725932
"227","w_5_304",0.0626595450749171,0.263820689459438
"8981","w_35_266",0.0625057649613596,0.467738755063445
"5004","w_21_278",0.0624403060215702,0.470348078142778
"7586","w_30_272.5",0.0623747059095449,0.508809274131638
"3526","w_16_274.5",0.0623671334645949,0.453176654006964
"3528","w_16_276.5",0.0623562150431864,0.442186721878283
"7917","w_31_51",0.0623216480211027,0.4438137284233
"878","w_7_6",0.0623087081944292,0.311661279482581
"15111","w_58_264.5",0.0621878891969996,0.584613593416582
"10360","w_40_267.5",0.0621662353104279,0.506007958190938
"7302","w_29_272",0.0621293608767768,0.496938167961001
"7022","w_28_276.5",0.061984216885172,0.517083808032018
"4713","w_20_279.5",0.0619360051038018,0.441855510230587
"223","w_5_300",0.0619110462391121,0.295734503652422
"7589","w_30_275.5",0.0619028479451551,0.524115044358436
"1469","w_9_43",0.0618291887382731,0.352588995663178
"517","w_6_289.5",0.061803445578918,0.300487231638215
"3828","w_17_279",0.0617853089483242,0.412925684729023
"228","w_5_305",0.0617706964561821,0.263876372510448
"3527","w_16_275.5",0.061716864825388,0.446429775036809
"3285","w_15_53",0.0616941445208475,0.329203982582318
"6778","w_27_46",0.0615453683337291,0.425161653571365
"10086","w_39_267",0.0614787842421439,0.492207862153528
"8197","w_32_50.5",0.0614583246846129,0.448091941806311
"5625","w_23_43",0.0614209644908188,0.432353059331569
"2984","w_14_51.5",0.0614190634270021,0.321816453746525
"3826","w_17_277",0.0614057019344031,0.438413808359945
"3231","w_15_277",0.0614020116422974,0.420637998516237
"7017","w_28_271.5",0.061393534994147,0.481266345720786
"3571","w_16_42.5",0.0613123504236696,0.3875536610267
"8198","w_32_51.5",0.061263225806143,0.441526444728296
"6450","w_26_276.5",0.0612043712929087,0.499460323516739
"4124","w_18_279.5",0.0611520522320405,0.413065579627472
"7306","w_29_276",0.061130425826215,0.520964768124208
"1735","w_10_285.5",0.0610976000032053,0.332484483976431
"2375","w_12_42.5",0.0609992663839171,0.371106208609604
"6205","w_25_46",0.0609921260595762,0.417653996004634
"13040","w_50_267.5",0.0609829159359988,0.533513464056192
"9811","w_38_266.5",0.0609277696444813,0.479645771010534
"7063","w_28_46.5",0.0609027005026996,0.428019767260387
"535","w_6_304.5",0.0607684625984539,0.26893120754851
"7635","w_30_51.5",0.0607434890880028,0.431038970460696
"8478","w_33_51",0.0606580938566539,0.447290321292565
"7069","w_28_52.5",0.0606523144168387,0.416108521296591
"2676","w_13_42",0.0606180204241595,0.375032325421643
"7353","w_29_52",0.0605424583022214,0.42176093032471
"1584","w_10_148.5",0.0604541838306548,0.246889243576297
"7581","w_30_268.5",0.06029851029969,0.468939737471287
"203","w_5_283",0.0602261241085674,0.283500246607955
"11713","w_45_268",0.0601418481938923,0.514546754993924
"7580","w_30_267.5",0.0601234370745016,0.463047284230391
"5044","w_21_43",0.0600834355070968,0.414334470836596
"3529","w_16_277.5",0.0600624120904456,0.415002706034686
"11175","w_43_268",0.0600220920705479,0.51271404910692
"8702","w_34_265.5",0.0600158828398094,0.452639114581018
"5914","w_24_43.5",0.0598136915587072,0.431984832674637
"7014","w_28_269.5",0.0598127956584192,0.462129239498075
"1801","w_10_7.5",0.0597285070063447,0.365670532021193
"7064","w_28_47.5",0.0596185730102623,0.423781392026129
"1115","w_8_275.5",0.0595398706564303,0.388146337112947
"6213","w_25_54",0.0594926728512665,0.393942347767812
"7918","w_31_52",0.0594804891981709,0.427312936395968
"562","w_6_50.5",0.0594014250365417,0.258689249416282
"5925","w_24_54.5",0.0593938201849321,0.387388832433899
"14082","w_54_265.5",0.0593479331764376,0.546818883916572
"7588","w_30_274.5",0.0593431549327011,0.506426422444913
"5637","w_23_55",0.0593108679355523,0.379802747909906
"6731","w_27_271",0.0593101490410721,0.462651187109348
"4122","w_18_277.5",0.0592528811455562,0.43536763913044
"9535","w_37_266",0.05915594058332,0.462839554884963
"5001","w_21_275",0.0591106976513496,0.455199647327373
"5874","w_24_276.5",0.0591017281846752,0.478200066690713
"6781","w_27_49",0.0590738216803461,0.411220221818736
"861","w_7_44",0.0590737341778088,0.322854042754846
"7636","w_30_52.5",0.0590463997751002,0.416729003037393
"2223","w_12_179.5",0.0590294902766965,0.273342896508454
"12776","w_49_267",0.0590071956505721,0.518233250545217
"5913","w_24_42.5",0.0590014530298231,0.429828417419967
"3229","w_15_275",0.0589930324089158,0.435449280250879
"5915","w_24_44.5",0.0589928126209133,0.41824149616059
"7298","w_29_269",0.0589824029192018,0.462305758979766
"7354","w_29_53",0.0589341449261425,0.409886191136267
"15620","w_60_264.5",0.0589307952974421,0.566737029878631
"5031","w_21_302",0.0589098587278608,0.354175230274834
"7587","w_30_273.5",0.0588965341373106,0.496483896455996
"5293","w_22_275.5",0.0588953057937375,0.464443527591494
"3274","w_15_42",0.0588839857915909,0.375692459145316
"1509","w_9_8",0.0588655823828099,0.349861187249145
"7062","w_28_45.5",0.0588479622287256,0.425306296560984
"3879","w_17_53",0.0588015130738834,0.336821793344056
"1617","w_10_178.5",0.0587410987034678,0.256468343461653
"2384","w_12_51.5",0.0586884317201715,0.303462157288424
"1580","w_10_144.5",0.0586865591171369,0.246313418087774
"2661","w_13_303",0.0586767964748722,0.311412540157833
"6730","w_27_270",0.0586299292553255,0.452716352509136
"13302","w_51_267",0.0586230739805589,0.528656351089118
"11980","w_46_267.5",0.05861574954882,0.506471085146735
"4119","w_18_274.5",0.058577666580516,0.439401914609041
"14341","w_55_265",0.0585035355016573,0.548095917870786
"5584","w_23_276",0.0584157469596899,0.471490501208198
"7861","w_31_266",0.0583245086794334,0.450223089651693
"7347","w_29_46",0.0582954247930469,0.428066380135239
"3557","w_16_302.5",0.0582910355188965,0.332358218360214
"1921","w_11_179",0.0582652927495292,0.264090615054667
"2524","w_13_179",0.0581342939886903,0.277704164193052
"1887","w_11_148",0.05812787141066,0.245886211122793
"563","w_6_51.5",0.0581088920494727,0.248724364558941
"13563","w_52_266.5",0.0580968565478077,0.53132650056507
"1313","w_9_178",0.0580856909910437,0.24493867384584
"4739","w_20_302.5",0.0580795449426151,0.348313561180455
"7579","w_30_266.5",0.0579579006130458,0.45001673929965
"4708","w_20_274.5",0.0579083486410886,0.444026761607108
"257","w_5_52",0.0578759676939287,0.244018035894703
"2687","w_13_53",0.0578742342807839,0.300504180262649
"7065","w_28_48.5",0.0578398758306355,0.413777998721781
"8142","w_32_265.5",0.0577986574261358,0.443519572396578
"4150","w_18_302.5",0.0577904292603413,0.340515685879052
"4163","w_18_42.5",0.057752154469493,0.387815264252601
"6495","w_26_49.5",0.0577177194428953,0.399814053767763
"14598","w_56_264.5",0.0577157099014012,0.549577901867662
"1920","w_11_178",0.0577072550971798,0.262356060249286
"5921","w_24_50.5",0.0576902476815853,0.383506013630008
"6209","w_25_50",0.057676651035065,0.390770575602918
"6785","w_27_53",0.0576717423781566,0.402102019655442
"7303","w_29_273",0.0576561066425922,0.484947159682708
"362","w_6_148.5",0.0576249167146252,0.216945788644538
"6499","w_26_53.5",0.0576064117620231,0.394994062207231
"6202","w_25_43",0.0575617283781874,0.429637395913878
"3827","w_17_278",0.0575423647031192,0.410069426927865
"6500","w_26_54.5",0.0574753469392428,0.38662477148028
"1737","w_10_287.5",0.0574657703913556,0.312997580859354
"7018","w_28_272.5",0.0574635728807993,0.474089574852963
"13822","w_53_265",0.0574417055872547,0.531846770703945
"2222","w_12_178.5",0.0574219300962525,0.269517055257533
"12246","w_47_267",0.0574210310292245,0.502989280223063
"7297","w_29_268",0.0573959638876965,0.451926483675709
"6214","w_25_55",0.0572765440907577,0.379845803520104
"4418","w_19_278",0.0572735095932115,0.432810850598988
"3230","w_15_276",0.0572433294887325,0.418049236984581
"276","w_5_7",0.0572176707665746,0.270920274265501
"1582","w_10_146.5",0.057175643419297,0.241142333013947
"6204","w_25_45",0.0571744979355074,0.407762945068159
"7346","w_29_45",0.0571727302671612,0.425275733659441
"5926","w_24_55.5",0.0571341908216862,0.372408699837486
"4712","w_20_278.5",0.0570307523665505,0.432870719470158
"1165","w_8_43.5",0.0569393688431989,0.334091359833635
"4751","w_20_42.5",0.0569216121734191,0.397340403362295
"6728","w_27_269",0.0568367249153688,0.445158256646159
"1781","w_10_51.5",0.056809768242747,0.28881112409073
"1616","w_10_177.5",0.0568036652164912,0.251047169834833
"6732","w_27_272",0.0567891334296294,0.459421268225275
"7634","w_30_50.5",0.0567534217276539,0.4168464540545
"13823","w_53_266",0.0567361696461869,0.529806443412595
"7629","w_30_45.5",0.0566509863485994,0.427716516926064
"1281","w_9_149",0.0566338187788207,0.231829060169649
